Comment,Actual_Sentiment,Cleaned_Comment
Jay Shree Jagannath.....⭕❗⭕😍🥺😚🥰🙏😇😘❤️🙇,positive,jay shree jagannath⭕❗⭕😍🥺😚🥰🙏😇😘❤️🙇
Yah wala Idea Samsung se Liya Hai Apple Samsung S10 se shuru hui s21 ki kahani Nahin Bahi ho raha hai Apple ke sath Mac OS 26,neutral,yah wala idea samsung liya hai apple samsung shuru hui kahani nahin bahi raha hai apple sath mac
Anyone 2025 may,neutral,anyone may
"WhatsApp University, I don't like his content anymore",negative,whatsapp university dont like content anymore
Lines 🥺- Expressions 🥺,neutral,line expression
HayeeeeeeeeeeeeebhaiyaNicebhaiyalikebhaiyakuig😍😍😚😚😚😘😘😘😙😙😙❤❤💋💋💋👍👍👍👌👌👏👏,positive,hayeeeeeeeeeeeeebhaiyanicebhaiyalikebhaiyakuig😍😍😚😚😚😘😘😘😙😙😙❤❤💋💋💋👍👍👍👌👌👏👏
Thank you nana,positive,thank nana
Isrealinte manushya sheham❤❤❤,positive,isrealinte manushya sheham❤❤❤
bekar khabar,neutral,bekar khabar
কাটুন b,neutral,কাটুন
Super sir❤,positive,super sir❤
Bro wo last waala bandar kon tha chasme waala,neutral,bro last waala bandar kon tha chasme waala
4:17 & 4:29 😂😂😂,positive,😂😂😂
Samsung phones please,neutral,samsung phone please
🙏❤️❤️jay ❤କେଦାର jay ବିଜେପି jay sri ମୋଦି ji ❤️❤️🙏🙏welcome କେଦାର bjp ❤️❤️❤️🙏🙏🙏🙏🙏,neutral,🙏❤️❤️jay ❤କେଦାର jay ବିଜେପି jay sri ମୋଦି ❤️❤️🙏🙏welcome କେଦାର bjp ❤️❤️❤️🙏🙏🙏🙏🙏
"আমিএত বড় হয়ারপর
 ও একাঠুনগুলদেখি❤❤",positive,আমিএত হয়ারপর একাঠুনগুলদেখি❤❤
2gud bnd hogya h kaafi pehle,neutral,gud bnd hogya kaafi pehle
রাতে ভাত খেতে খেতে কাটুন দেখব,neutral,রাতে ভাত খেতে খেতে কাটুন দেখব
🔥da,neutral,🔥da
🖐️,neutral,
"America itna dayalu nahi hai, ki wo russia ki madad kare , America ka focus BRICS ko todhna h, jesa ki dekha ja sakta hai, Bharat ko Jet Offer Krna , Bharat ko Brics Currency pr warning dena aur china ko economically pressurized Krna aur dekha ja sakta h, bharat ka share market kese down chala gaya..",neutral,america itna dayalu nahi hai russia madad kare america focus brics todhna jesa dekha sakta hai bharat jet offer krna bharat brics currency warning dena aur china economically pressurized krna aur dekha sakta bharat share market kese chala gaya
His smile❤️,positive,smile❤️
🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😮😮😮😮😮😮😮😮😮😮,positive,🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😮😮😮😮😮😮😮😮😮😮
😂😂😂😂😂😂😂 ଖୁସି ଲାଗିଲା ଭଲ ହୋଇଛି,positive,😂😂😂😂😂😂😂 ଖୁସି ଲାଗିଲା ହୋଇଛି
shober nijer porichoi nijake gora tola dorker atai ai story r full sikha story ra khub sundor chilo ❤😊,positive,shober nijer porichoi nijake gora tola dorker atai story full sikha story khub sundor chilo
This is insane 🤣🤣,positive,insane
Doneson deaiki mar annihaba kichibada kathanuhe,neutral,doneson deaiki mar annihaba kichibada kathanuhe
"Pls Shetre, I tara Songs barta ಇರ್ಲಿ<we are all waiting",neutral,pls shetre tara song barta ಇರ್ಲಿwe waiting
8:03 bro created the animal famous dialogue,neutral,bro created animal famous dialogue
LAKSHADWEEP,neutral,lakshadweep
ട്രമ്പ് ആണ് ആശാനെ കാരണം,neutral,ട്രമ്പ് ആണ് ആശാനെ കാരണം
நெத்திலி குடல் எடுக்கலையே முழுசா போட்டா கசந்து கிடைக்கும் தலை யவும் பிச்சி போட்டா தான் நல்லா இருக்கும்,neutral,நெத்திலி குடல் எடுக்கலையே முழுசா போட்டா கசந்து கிடைக்கும் தலை யவும் பிச்சி போட்டா தான் நல்லா இருக்கும்
Khan Stadium খান স্তয়াদিয়াম 😊,positive,khan stadium খান স্তয়াদিয়াম
এগিয়ে বাংলা😢এটাই ত উন্নয়ন😢😮জয় হীরক রাজের জয়😢😮,negative,এগিয়ে বাংলা😢এটাই উন্নয়ন😢😮জয় হীরক রাজের জয়😢😮
Gote masa pura bahut turcher karajaau tah pare bhabiba kn kariba ya saha,neutral,gote masa pura bahut turcher karajaau tah pare bhabiba kariba saha
Soooo cute😍😍❤️❤️🤣🤣,positive,soooo cute😍😍❤️❤️🤣🤣
"আসসালামু য়ালাইকুম,, বাংলাদেশের একটি কার্টুন চাই ☺️",positive,আসসালামু য়ালাইকুম বাংলাদেশের একটি কার্টুন চাই
Are bhai tum log gandhe politics ke bare me kyu sabal karte ho kuch knowledge ke bare me pucho ! tumlog to AI ka istemal hi karna nehi jante ho aisa lagta hai ! reels bale ho kya !,neutral,bhai tum log gandhe politics bare kyu sabal karte kuch knowledge bare pucho tumlog istemal karna nehi jante aisa lagta hai reel bale kya
The villain of cricket RICKY PONTING video madi sir please,neutral,villain cricket ricky ponting video madi sir please
നിങ്ങൾ മീഡിയവൺ മീഡിയകൾ എന്തുകൊണ്ട് ഇത്തരം ജനങ്ങളെ ബാധിക്കുന്ന പ്രശ്നങ്ങൾ ഈ പെൻഷന്റെ കാര്യങ്ങൾ ചർച്ചയ്ക്ക് എടുക്കാത്തത് ഇങ്ങനെ പൊതുജനങ്ങളെ ബാധിക്കുന്ന ബാധിക്കുന്ന പ്രശ്നങ്ങൾ ചർച്ചയ്ക്ക് എടുക്കണം പൊതുജനങ്ങളുടെ നികുതിപ്പണം ആണത് വെറുതെ വൈകുന്നേരത്ത് രാഷ്ട്രീയപാർട്ടിക്കാർ അങ്ങോട്ടുമിങ്ങോട്ടും ഇരുന്നു പച്ച കള്ളം പറയുന്നത് പറഞ്ഞിട്ട് ജനങ്ങൾക്കോ അല്ലെങ്കിൽ ഈ ഈ സംസ്ഥാനത്തിന് ഒരു ഉപയോഗവുമില്ല പരസ്പരന് കുറച്ച് സമയം വേസ്റ്റ് ആക്കാം എന്ന് മാത്രമേ അങ്ങോട്ടുമിങ്ങോട്ടും കുറച്ച് നുണകൾ പറഞ്ഞു പച്ചക്കള്ളങ്ങൾ വിളിച്ചു പറഞ്ഞിട്ട് പോകും,neutral,നിങ്ങൾ മീഡിയവൺ മീഡിയകൾ എന്തുകൊണ്ട് ഇത്തരം ജനങ്ങളെ ബാധിക്കുന്ന പ്രശ്നങ്ങൾ പെൻഷന്റെ കാര്യങ്ങൾ ചർച്ചയ്ക്ക് എടുക്കാത്തത് ഇങ്ങനെ പൊതുജനങ്ങളെ ബാധിക്കുന്ന ബാധിക്കുന്ന പ്രശ്നങ്ങൾ ചർച്ചയ്ക്ക് എടുക്കണം പൊതുജനങ്ങളുടെ നികുതിപ്പണം ആണത് വെറുതെ വൈകുന്നേരത്ത് രാഷ്ട്രീയപാർട്ടിക്കാർ അങ്ങോട്ടുമിങ്ങോട്ടും ഇരുന്നു പച്ച കള്ളം പറയുന്നത് പറഞ്ഞിട്ട് ജനങ്ങൾക്കോ അല്ലെങ്കിൽ സംസ്ഥാനത്തിന് ഒരു ഉപയോഗവുമില്ല പരസ്പരന് കുറച്ച് സമയം വേസ്റ്റ് ആക്കാം എന്ന് മാത്രമേ അങ്ങോട്ടുമിങ്ങോട്ടും കുറച്ച് നുണകൾ പറഞ്ഞു പച്ചക്കള്ളങ്ങൾ വിളിച്ചു പറഞ്ഞിട്ട് പോകും
Please review light coming 16 camera mobile,neutral,please review light coming camera mobile
VESIYAKALKKU. POOJA. CHEYUNNA. BJP. RSS. ALA. NAYNDE. MONE. NE. ORU. VANDIY. PONDIYCHERIYL. POY. RAJISRESHA. NADATHIYA. MAYRAN.,neutral,vesiyakalkku pooja cheyunna bjp rss ala naynde mone oru vandiy pondiycheriyl poy rajisresha nadathiya mayran
Deport every flag waving Kalistani.,neutral,deport every flag waving kalistani
Cartoon is the best ❤❤ so cute cartoon,positive,cartoon best cute cartoon
Dance ra D jana nahin ..chhii,neutral,dance jana nahin chhii
I'm from belagavi,neutral,belagavi
jay jaganath,neutral,jay jaganath
Super sir nimma explanation,positive,super sir nimma explanation
Only.speech.minister,neutral,onlyspeechminister
খুব সুন্দর হয়েছে কাটুন টা আমার কাছে খুব ভালো লেগেছে ❤❤❤❤❤❤❤,positive,খুব সুন্দর হয়েছে কাটুন আমার কাছে খুব ভালো লেগেছে ❤❤❤❤❤❤❤
"Hi Abhi and Niyu,
 There has been a substantial rise in Ponzi crypto schemes running in India, even we are victim of it. Now we are in a huge legal trouble.
 I request you to make awareness video on this topic as well so that no one should face the trouble we are facing now.
 I can help you with few name of the people involved and schemes which we invested in and details about how we are trapped in it.",negative,abhi niyu substantial rise ponzi crypto scheme running india even victim huge legal trouble request make awareness video topic well one face trouble facing help name people involved scheme invested detail trapped
Nimma yalla videos! Yaak nivu re-upload madtidhira?,neutral,nimma yalla video yaak nivu reupload madtidhira
এত কমেন্ট ভালো নয়,neutral,কমেন্ট ভালো নয়
Last seconds🙏🙏🙏❤💯👍,positive,last seconds🙏🙏🙏❤💯👍
"#bologuruji
 
 Meri mammi vivo z1pro August 2017 se use Kar rahi hai Or ab une naya phone Lena Hai Or hum confuse hai ki 1+ nord ce 4 Lena best hai ya 1+ nord 4 
 My main priority is stable and long lasting phone",positive,bologuruji meri mammi vivo zpro august use kar rahi hai une naya phone lena hai hum confuse hai nord lena best hai nord main priority stable long lasting phone
ಧಾರಾವಾಹಿಯಲ್ಲಿ ಮೊದಲು ಅಭಿನಯಿಸಿದ್ದಾರೆ,neutral,ಧಾರಾವಾಹಿಯಲ್ಲಿ ಮೊದಲು ಅಭಿನಯಿಸಿದ್ದಾರೆ
Sir aap give way kr do meri career ban jaayega tbh ❤,neutral,sir aap give way meri career ban jaayega tbh
"ಸತ್ಯ ವೇದವು ಯೆಶಾಯ 66 15,16 ಆಹಾ ಯೆಹೋವನು ಬೆಂಕಿಯನ್ನು ಕಟ್ಟಿಕೊಂಡು ಬರುವನು ಆತನ ರಥಗಳು ಬಿರುಗಾಳಿಯಂತಿರುವವು ರೌದ್ರಾವೇಶದಿಂದ ತನ್ನ ಸಿಟ್ಟನ್ನು ತೀರಿಸುವನು ಅಗ್ನಿ ಜ್ವಾಲೆಯಿಂದ ಖಂಡಿಸುವುದು ಆಮೇನ್ 😢",negative,ಸತ್ಯ ವೇದವು ಯೆಶಾಯ ಆಹಾ ಯೆಹೋವನು ಬೆಂಕಿಯನ್ನು ಕಟ್ಟಿಕೊಂಡು ಬರುವನು ಆತನ ರಥಗಳು ಬಿರುಗಾಳಿಯಂತಿರುವವು ರೌದ್ರಾವೇಶದಿಂದ ತನ್ನ ಸಿಟ್ಟನ್ನು ತೀರಿಸುವನು ಅಗ್ನಿ ಜ್ವಾಲೆಯಿಂದ ಖಂಡಿಸುವುದು ಆಮೇನ್
"କେନ୍ଦ୍ରରେ ମୋଦି 👹 ଚୋଦି ସରକାର ଆଉ ରାଜ୍ୟରେ ମାଇଝି ସରକାର। ବେସରମ ମୋଦି 👹 ଚୋଦି ସାହାରା ପଲିସି ଧାରିଙ୍କ ଟଙ୍କା କୁ କର୍ପସ ଫଣ୍ଡ ନାମରେ ସବୁ ଖାଇଗଲା , କାହାକୁ ବି ଟଙ୍କା ଟେ ମିଳିଲାନି। ଏହା ଭିତରେ କେତେ ପଲିସି ଧାରି ସ୍ବର୍ଗରେ ପହଞ୍ଚି ଗଲେଣି, କ'ଣ ସେମାନଙ୍କ ଧନ କୁ ସ୍ୱର୍ଗକୁ ଚୋଦି ପଠେଇ ଦେବ।୧୦ ବର୍ଷ ରୁ ଅଧିକ ହେଲାଣି ପଲିସି ଧାରିଙ୍କୁ ବେବକୁଫ ବନେଇ ଚାଲିଛି। ନିଜେ ତ ବାପା ହୋଇନାହିଁ, ସନ୍ତାନ ର କଷ୍ଟ କେମିତି ଜାଣିବ। ଦେଶର ଲୋକଙ୍କୁ ଧୋଖା ଦେଇ ସେମାନଙ୍କ ଧନ କୁ ହଡ଼ପ କରି ବାହାର ଦେଶ କୁ ଅନୁଦାନ ଦେଇ ନିଜ ର ବଡପଣ ଦେଖାଉଛି।ଏ ସବୁ ଧନ ତା ବାପା ର ତ ସେଥିପାଇଁ ସେ ଦାନ କରୁଛି। ନପୁଂସକ ଚୋଦି ମିଡ଼ିଆ ବାଲୋ ଚୋଦି ର ପ୍ରଶଂ‌ଶା ଟିକେ କମ୍ କର ଆଉ ତାର ଲୋକଙ୍କ ପ୍ରତି ଧୋଖା ଧଡି, ବିଶ୍ବାସଘାତକତା , ଆଉ ବେଇମାନି ର କଥା ବି ଲୋକଙ୍କ ପାଖରେ ପହଞ୍ଚାଅ। ଚୋଦି ବିରୋଧରେ ଗୋଟିଏ କଥା ବି କହି ପାରିବନି , କାହିଁକି ନା ତୁମକୁ ଟଙ୍କା ମିଳିବା ବନ୍ଦ ହୋଇଯିବ। ଜୟ ଶ୍ରୀ ଜଗନ୍ନାଥ ସ୍ଵାମୀ କି ଜୟ। ଜୟ ଶ୍ରୀ ରାମ। ଜୟ ହୀନ୍ଦ।💐🔯🕉️🔯💐🙏🇮🇳🙏💐👹🤡💀☠️🦹🏴‍☠️🥶🥳🦧👾🐒😈👺",positive,କେନ୍ଦ୍ରରେ ମୋଦି ଚୋଦି ସରକାର ରାଜ୍ୟରେ ମାଇଝି ସରକାର। ବେସରମ ମୋଦି ଚୋଦି ସାହାରା ପଲିସି ଧାରିଙ୍କ ଟଙ୍କା କର୍ପସ ଫଣ୍ଡ ନାମରେ ସବୁ ଖାଇଗଲା କାହାକୁ ଟଙ୍କା ମିଳିଲାନି। ଏହା ଭିତରେ କେତେ ପଲିସି ଧାରି ସ୍ବର୍ଗରେ ପହଞ୍ଚି ଗଲେଣି ସେମାନଙ୍କ ସ୍ୱର୍ଗକୁ ଚୋଦି ପଠେଇ ଦେବ। ବର୍ଷ ଅଧିକ ହେଲାଣି ପଲିସି ଧାରିଙ୍କୁ ବେବକୁଫ ବନେଇ ଚାଲିଛି। ନିଜେ ବାପା ହୋଇନାହିଁ ସନ୍ତାନ କଷ୍ଟ କେମିତି ଜାଣିବ। ଦେଶର ଲୋକଙ୍କୁ ଧୋଖା ଦେଇ ସେମାନଙ୍କ ହଡ଼ପ କରି ବାହାର ଦେଶ ଅନୁଦାନ ଦେଇ ନିଜ ବଡପଣ ଦେଖାଉଛି।ଏ ସବୁ ବାପା ସେଥିପାଇଁ ଦାନ କରୁଛି। ନପୁଂସକ ଚୋଦି ମିଡ଼ିଆ ବାଲୋ ଚୋଦି ପ୍ରଶଂ‌ଶା ଟିକେ କମ୍ ତାର ଲୋକଙ୍କ ପ୍ରତି ଧୋଖା ଧଡି ବିଶ୍ବାସଘାତକତା ବେଇମାନି କଥା ଲୋକଙ୍କ ପାଖରେ ପହଞ୍ଚାଅ। ଚୋଦି ବିରୋଧରେ ଗୋଟିଏ କଥା କହି ପାରିବନି କାହିଁକି ତୁମକୁ ଟଙ୍କା ମିଳିବା ବନ୍ଦ ହୋଇଯିବ। ଶ୍ରୀ ଜଗନ୍ନାଥ ସ୍ଵାମୀ ଜୟ। ଶ୍ରୀ ରାମ। ହୀନ୍ଦ।💐🔯🕉️🔯💐🙏🇮🇳🙏💐👹🤡💀☠️🦹🏴‍☠️🥶🥳🦧👾🐒😈👺
